document,title,body,jurisdiction,region,type,version,date,current,changes,sourceUrl,archiveUrl,url
us-mo-informal-opinion-2024-11,Missouri Informal Opinion 2024-11: lawyer's use of generative artificial intelligence,Missouri OLEC,us-state,Missouri,ethics-opinion,Informal Opinion 2024-11,2024-04-25,true,Adopted by the Office of Legal Ethics Counsel,https://mo-legal-ethics.org/informal-opinion/2024-11/,,https://safelegalai.com/regulation/us-state/us-mo-informal-opinion-2024-11
us-hi-supreme-court-2024-ai-committee,Order Establishing the Committee on Artificial Intelligence and the Courts,Supreme Court of Hawaii,us-state,Hawaii,standing-order,Original,2024-04-16,true,,https://www.courts.state.hi.us/wp-content/uploads/2024/04/order584.pdf,,https://safelegalai.com/regulation/us-state/us-hi-supreme-court-2024-ai-committee
us-uspto-office-2024-ai-tools-guidance,Guidance on Use of Artificial Intelligence-Based Tools in Practice Before the United States Patent and Trademark Office,"United States Patent and Trademark Office, including PTAB and TTAB (Judge Vidal)",us-federal,,policy,Original,2024-04-11,true,,https://www.govinfo.gov/content/pkg/FR-2024-04-11/pdf/2024-07629.pdf,,https://safelegalai.com/regulation/us-federal/us-uspto-office-2024-ai-tools-guidance
uspto-ai-tools-practice-guidance,Guidance on Use of Artificial Intelligence-Based Tools in Practice Before the USPTO,USPTO,us-federal,,guidance,Federal Register notice (89 FR 25609),2024-04-11,true,,https://www.federalregister.gov/documents/2024/04/11/2024-07629/guidance-on-use-of-artificial-intelligence-based-tools-in-practice-before-the-united-states-patent,,https://safelegalai.com/regulation/us-federal/uspto-ai-tools-practice-guidance
ca-mb-law-society-generative-ai-guideline,Generative Artificial Intelligence: Guideline for Use in the Practice of Law,Law Society of Manitoba,canada,Manitoba,guidance,April 2024,2024-04-01,true,"Month-only date: the source gives the month, so the 1st is recorded as the date. Recorded from the law society's published guideline listing; the PDF was not read in full, so this record is unverified.",https://educationcentre.lawsociety.mb.ca/wp-content/uploads/sites/2/2024/04/Generative-Artificial-Intelligence-Guidelines-for-Use-in-the-Practice-of-Law.pdf,,https://safelegalai.com/regulation/canada/ca-mb-law-society-generative-ai-guideline
lso-licensee-generative-ai-white-paper,White Paper: Licensee Use of Generative Artificial Intelligence,LSO,canada,Ontario,guidance,April 2024,2024-04-01,true,,https://lawsocietyontario-dwd0dscmayfwh7bj.a01.azurefd.net/media/lso/media/lawyers/practice-supports-resources/white-paper-on-licensee-use-of-generative-artificial-intelligence-en.pdf,https://web.archive.org/web/20260830190840/https://lawsocietyontario-dwd0dscmayfwh7bj.a01.azurefd.net/media/lso/media/lawyers/practice-supports-resources/white-paper-on-licensee-use-of-generative-artificial-intelligence-en.pdf,https://safelegalai.com/regulation/canada/lso-licensee-generative-ai-white-paper
us-dc-bar-ethics-opinion-388,D.C. Bar Legal Ethics Opinion 388: Attorneys' Use of Generative Artificial Intelligence in Client Matters,D.C. Bar,us-state,District of Columbia,ethics-opinion,Opinion 388,2024-04-01,true,"Published April 2024; the source gives a month only (published April 2024), so the day is recorded as the 1st",https://www.dcbar.org/for-lawyers/legal-ethics/ethics-opinions-210-present/ethics-opinion-388,,https://safelegalai.com/regulation/us-state/us-dc-bar-ethics-opinion-388
us-tx-wichita-30th-district-2024-ai-standing-order,30th District Court of Wichita County Standing Order Regarding Use of Artificial Intelligence,30th District Court of Wichita County (Judge McKnight),us-state,Texas,standing-order,Original,2024-03-26,true,,https://topics.txcourts.gov/LocalRulesPublic/PreviewAttachment/1866,,https://safelegalai.com/regulation/us-state/us-tx-wichita-30th-district-2024-ai-standing-order
ky-bar-ethics-opinion-e-457,KBA E-457: The Ethical Use of Artificial Intelligence in the Practice of Law,Kentucky Bar Association,us-state,Kentucky,ethics-opinion,Original,2024-03-15,true,,https://kybar.org/Portals/0/Admin/Ethics%20Opinions/KBA%20E-457.pdf,,https://safelegalai.com/regulation/us-state/ky-bar-ethics-opinion-e-457
sg-pdpc-advisory-guidelines-ai-recommendation-decision-systems,Advisory Guidelines on Use of Personal Data in AI Recommendation and Decision Systems,PDPC,singapore,,guidance,Issued,2024-03-01,true,,https://www.pdpc.gov.sg/-/media/files/pdpc/pdf-files/advisory-guidelines/advisory-guidelines-on-the-use-of-personal-data-in-ai-recommendation-and-decision-systems.pdf,,https://safelegalai.com/regulation/singapore/sg-pdpc-advisory-guidelines-ai-recommendation-decision-systems
us-uspto-boards-2024-ai-misconduct-memo,The Applicability of Existing Regulations as to Party and Practitioner Misconduct Related to the Use of Artificial Intelligence,"Patent Trial and Appeal Board and Trademark Trial and Appeal Board, USPTO (Judge Vidal)",us-federal,,policy,Original,2024-02-06,true,,https://www.uspto.gov/sites/default/files/documents/director_guidance_ai_use_legal_proceedings.pdf,,https://safelegalai.com/regulation/us-federal/us-uspto-boards-2024-ai-misconduct-memo
ca-sk-law-society-generative-ai-guidelines,Guidelines for the Use of Generative Artificial Intelligence in the Practice of Law,Law Society of Saskatchewan,canada,Saskatchewan,guidance,February 2024,2024-02-01,true,"Month-only date: the source gives the month, so the 1st is recorded as the date. Recorded from the law society's published guidelines listing; the PDF was not read in full, so this record is unverified.",https://www.lawsociety.sk.ca/wp-content/uploads/Law-Society-of-Saskatchewan-Generative-Artificial-Intelligence-Guidelines.pdf,,https://safelegalai.com/regulation/canada/ca-sk-law-society-generative-ai-guidelines
cepej-information-note-generative-ai,Information note on the use of generative AI by judicial professionals,CEPEJ,international,,guidance,February 2024,2024-02-01,true,,https://www.coe.int/en/web/cepej/newpage-cyber,,https://safelegalai.com/regulation/international/cepej-information-note-generative-ai
ct-judicial-branch-responsible-ai-policy-framework,Responsible AI Policy Framework v2.1,Connecticut Judicial Branch,us-state,Connecticut,policy,v2.1,2024-02-01,true,,https://www.jud.ct.gov/faq/CTJBResponsibleAIPolicyFramework2.1.24.pdf,,https://safelegalai.com/regulation/us-state/ct-judicial-branch-responsible-ai-policy-framework
us-ny-supreme-zuckerman-2024-ai-submission-disclosure,Part Rules: Artificial Intelligence,"New York State Supreme Court, Westchester County (Judge Zuckerman)",us-state,New York,standing-order,Original,2024-02-01,true,,https://www.nycourts.gov/LegacyPDFS/COURTS/9jd/PartRules/PR_DSZuckerman.pdf,,https://safelegalai.com/regulation/us-state/us-ny-supreme-zuckerman-2024-ai-submission-disclosure
nj-supreme-court-preliminary-ai-guidelines,Preliminary Guidelines on the Use of Artificial Intelligence by New Jersey Lawyers,New Jersey Supreme Court,us-state,New Jersey,guidance,Original,2024-01-24,true,,https://www.njcourts.gov/notices,,https://safelegalai.com/regulation/us-state/nj-supreme-court-preliminary-ai-guidelines
us-nj-supreme-court-2024-ai-lawyer-guidelines,Notice to the Bar: Preliminary Guidelines on the Use of Artificial Intelligence by New Jersey Lawyers,Supreme Court of New Jersey (Judge Rabner),us-state,New Jersey,guidance,Original,2024-01-24,true,,https://www.njcourts.gov/sites/default/files/notices/2024/01/n240125a.pdf,,https://safelegalai.com/regulation/us-state/us-nj-supreme-court-2024-ai-lawyer-guidelines
us-la-supreme-court-letter-ai,Louisiana Supreme Court letter to the Louisiana State Bar Association on the emergence of artificial intelligence,Louisiana Supreme Court,us-state,Louisiana,guidance,Original,2024-01-22,true,Letter from the Court's General Counsel on behalf of the Justices,https://www.lsba.org/documents/News/LSBANews/LASCLetterAI.pdf,,https://safelegalai.com/regulation/us-state/us-la-supreme-court-letter-ai
fl-bar-ethics-opinion-24-1,Florida Bar Ethics Opinion 24-1: Lawyers' use of generative artificial intelligence,Florida Bar,us-state,Florida,ethics-opinion,Original,2024-01-19,true,,https://www.floridabar.org/etopinions/opinion-24-1/,,https://safelegalai.com/regulation/us-state/fl-bar-ethics-opinion-24-1
sa-sdaia-generative-ai-guidelines-government,Generative Artificial Intelligence Guidelines for Government,SDAIA,gulf,,guidance,First issue,2024-01-11,true,"Issued January 2024; a 2025 edition is published at the same URL. The PDF was not read in full, so this record is unverified.",https://sdaia.gov.sa/en/SDAIA/about/Files/GenAIGuidelinesForGovernmentENCompressed.pdf,,https://safelegalai.com/regulation/gulf/sa-sdaia-generative-ai-guidelines-government
sa-sdaia-generative-ai-guidelines-public,Generative Artificial Intelligence Guidelines for the Public,SDAIA,gulf,,guidance,First issue,2024-01-11,true,"Issued January 2024; a 2025 edition is published at the same URL. The PDF was not read in full, so this record is unverified.",https://sdaia.gov.sa/en/SDAIA/about/Files/GenerativeAIPublicEN.pdf,,https://safelegalai.com/regulation/gulf/sa-sdaia-generative-ai-guidelines-public
fi-bar-tietoturvaohje-b051,B 05.1 Data Security Guideline [Tietoturvaohje],Finnish Bar Association,other,,regulation,9.6.2023 amendment,2024-01-01,true,"Delegation amendments of 9 June 2023 in force 1 Jan 2024: added competence and documented-training duty, security policy and external audit for firms of 10+ staff, business-grade software requirement, device management and access control, encryption, backup and supplier-contract terms.",https://asianajajat.fi/wp-content/uploads/2025/01/B-05.1-Tietoturvaohje-24.1.2019-muut.-16.1.2020-ja-9.6.2023-voimassa-1.1.2024-alkaen.pdf,,https://safelegalai.com/regulation/other/fi-bar-tietoturvaohje-b051
fi-bar-tietoturvaohje-b051,B 05.1 Data Security Guideline [Tietoturvaohje],Finnish Bar Association,other,,regulation,16.1.2020 amendment,2020-02-01,false,Added point 4 barring audits or information requests that would collect or disclose data on client relationships or engagements to outside parties.,https://asianajajat.fi/wp-content/uploads/2025/01/B-05.1-Tietoturvaohje-24.1.2019-muut.-16.1.2020-ja-9.6.2023-voimassa-1.1.2024-alkaen.pdf,,https://safelegalai.com/regulation/other/fi-bar-tietoturvaohje-b051
fi-bar-tietoturvaohje-b051,B 05.1 Data Security Guideline [Tietoturvaohje],Finnish Bar Association,other,,regulation,Original,2019-06-01,false,"Guideline adopted by the Bar's delegation on 24 January 2019, in force 1 June 2019.",https://asianajajat.fi/wp-content/uploads/2025/01/B-05.1-Tietoturvaohje-24.1.2019-muut.-16.1.2020-ja-9.6.2023-voimassa-1.1.2024-alkaen.pdf,,https://safelegalai.com/regulation/other/fi-bar-tietoturvaohje-b051
ae-difc-courts-practical-guidance-note-2-2023-ai,Practical Guidance Note No. 2 of 2023: large language models and generative AI in DIFC Courts proceedings,DIFC Courts,gulf,Dubai International Financial Centre,guidance,Original,2023-12-21,true,First issue.,https://www.difccourts.ae/rules-decisions/practice-directions/practical-guidance-note-no-2-2023-guidelines-use-large-language-models-and-generative-ai-proceedings-difc-courts,,https://safelegalai.com/regulation/gulf/ae-difc-courts-practical-guidance-note-2-2023-ai
es-rdl-6-2023-actuaciones-automatizadas-asistidas,"Royal Decree-Law 6/2023: automated, proactive and assisted actions in the Administration of Justice",Gobierno de Espana,other,,statute,"BOE-A-2023-25758, 20 December 2023 (consolidated)",2023-12-20,true,,https://www.boe.es/buscar/act.php?id=BOE-A-2023-25758,,https://safelegalai.com/regulation/other/es-rdl-6-2023-actuaciones-automatizadas-asistidas
id-komdigi-surat-edaran-9-2023-etika-ai,Circular Letter No. 9 of 2023 on Artificial Intelligence Ethics [SE Menkominfo No. 9/2023 Etika Kecerdasan Artifisial],Komdigi,other,,policy,Original,2023-12-19,true,,https://jdih.komdigi.go.id/produk_hukum/view/id/883/t/surat-edaran-menteri-komunikasi-dan-informatika-nomor-9-tahun-2023,,https://safelegalai.com/regulation/other/id-komdigi-surat-edaran-9-2023-etika-ai
us-ny-county-blackwood-2023-ai-submission-disclosure,Part Rules: Artificial Intelligence,"New York State Supreme Court, Westchester County (Judge Blackwood)",us-state,New York,standing-order,As posted (undated),2023-12-13,true,,https://www.nycourts.gov/LegacyPDFS/courts/9jd/PartRules/PR_HMBlackwood.pdf,,https://safelegalai.com/regulation/us-state/us-ny-county-blackwood-2023-ai-submission-disclosure
us-mied-court-2023-proposed-ai-disclosure-rule,Notice of Proposed Amendments to Local Rules,Eastern District of Michigan,us-federal,Michigan,court-rule,Original,2023-12-08,true,,https://www.mied.uscourts.gov/PDFFIles/notice_proposed_LocalRules_amendments_12-2023.pdf,,https://safelegalai.com/regulation/us-federal/us-mied-court-2023-proposed-ai-disclosure-rule
nz-courts-generative-ai-guidelines,Guidelines for use of generative artificial intelligence in Courts and Tribunals,Courts of New Zealand,nz,,guidance,Original,2023-12-07,true,,https://www.courtsofnz.govt.nz/going-to-court/practice-directions/practice-guidelines/all-benches/guidelines-for-use-of-generative-artificial-intelligence-in-courts-and-tribunals,,https://safelegalai.com/regulation/nz/nz-courts-generative-ai-guidelines
ca-nsbs-ai-practice-of-law-guide,Artificial Intelligence in the Practice of Law: What is AI and can or should I use it in my practice?,NSBS,canada,Nova Scotia,guidance,December 2023,2023-12-01,true,"Month-only date: the source gives the month, so the 1st is recorded as the date. Recorded from the society's published guide listing; the PDF was not read in full, so this record is unverified.",https://nsbs.org/wp-content/uploads/2023/12/short-guide-on-A.I.pdf,,https://safelegalai.com/regulation/canada/ca-nsbs-ai-practice-of-law-guide
int-ccje-opinion-26-assistive-technology,CCJE Opinion No. 26 (2023): Moving forward - the use of assistive technology in the judiciary,CCJE,international,,guidance,Final,2023-12-01,true,,https://rm.coe.int/ccje-opinion-no-26-2023-final/1680adade7,,https://safelegalai.com/regulation/international/int-ccje-opinion-26-assistive-technology
us-txnd-kacsmaryk-2023-generative-ai-certification,Certificate Regarding Judge-Specific Requirements for Judge Matthew J. Kacsmaryk,Northern District of Texas (Judge Kacsmaryk),us-federal,Texas,standing-order,Original,2023-11-27,true,,https://www.txnd.uscourts.gov/judge/judge-matthew-kacsmaryk,,https://safelegalai.com/regulation/us-federal/us-txnd-kacsmaryk-2023-generative-ai-certification
my-bar-council-circular-342-2023-chatgpt,Circular No. 342/2023: Risks and Precautions in Using Generative Artificial Intelligence in the Legal Profession,Bar Council Malaysia,other,,guidance,Original,2023-11-24,true,Supplemented by Circular No. 242/2025.,https://www.malaysianbar.org.my/cms/upload_files/document/Circular%20No%20342-2023.pdf,,https://safelegalai.com/regulation/other/my-bar-council-circular-342-2023-chatgpt
us-co-people-v-crabill-discipline,"People v. Zachariah C. Crabill, 23PDJ067 (Colo. O.P.D.J. 22 Nov 2023)",Colorado OPDJ,us-state,Colorado,judgment-guidance,Stipulation to discipline,2023-11-22,true,Approved by the Presiding Disciplinary Judge,"https://www.coloradolegalregulation.com/wp-content/uploads/PDJ/Decisions/Crabill,%20Stipulation%20to%20Discipline,%2023PDJ067,%2011-22-23.pdf",,https://safelegalai.com/regulation/us-state/us-co-people-v-crabill-discipline
